,id,brand,categories,colors,prices.amountMin,prices.amountMax,prices.isSale,prices.currency,gender
1243,AVpe6mgCilAPnD_xQya4,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes",Not Available,33.0,33.0,FALSE,USD,Women
1250,AVpfF67OLJeJML432OS5,Reebok,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Not Available,47.45,47.45,FALSE,USD,Women
1253,AVpfFdzFilAPnD_xUoGX,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,72.61,72.61,TRUE,USD,Women
1254,AVpfFdzFilAPnD_xUoGX,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,79.79,79.79,FALSE,USD,Women
1264,AVpe9HpCLJeJML43zIe7,adidas,"Sneakers,Women,Shoes Under $100",Not Available,69.95,69.95,FALSE,USD,Women
1265,AVpe9HpCLJeJML43zIe7,adidas,"Sneakers,Women,Shoes Under $100",Not Available,59.95,59.95,FALSE,USD,Women
1298,AVpfPABIilAPnD_xXyWy,Easy Spirit,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Green,43.99,43.99,TRUE,USD,Women
1299,AVpfPABIilAPnD_xXyWy,Easy Spirit,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Green,79.0,79.0,FALSE,USD,Women
1301,AVpfFVm11cnluZ0-di4X,TOMS,"Women's Casual Shoes,Women's Sandals,Shoes,Women's Shoes,Clothing",Not Available,47.82,47.82,FALSE,USD,Women
1302,AVpfFVm11cnluZ0-di4X,TOMS,"Women's Casual Shoes,Women's Sandals,Shoes,Women's Shoes,Clothing",Not Available,47.8,47.8,FALSE,USD,Women
1303,AVpfFYGM1cnluZ0-djwb,TOMS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black Burlap,46.73,46.73,FALSE,USD,Women
1304,AVpfFYGM1cnluZ0-djwb,TOMS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black Burlap,47.72,47.72,FALSE,USD,Women
1305,AVpe9RT-1cnluZ0-atdV,TOMS,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes",Not Available,39.55,39.55,FALSE,USD,Women
1316,AVpfGDgD1cnluZ0-dy2N,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,46.0,46.0,TRUE,USD,Women
1317,AVpfGDgD1cnluZ0-dy2N,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,35.23,35.23,TRUE,USD,Women
1318,AVpfGDgD1cnluZ0-dy2N,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,48.0,48.0,FALSE,USD,Women
1319,AVpfF1yYilAPnD_xUwSy,Ralph Lauren,"Sporting Goods,Golf,Golf Clothing, Shoes & Accs,Women's Golf Clothing & Shoes,Pants",Purple,24.99,24.99,FALSE,USD,Women
1324,AVpe9UYU1cnluZ0-auon,Unique Bargains,"Women's Dress Shoes,Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,72.99,72.99,FALSE,USD,Women
1325,AVpe9UYU1cnluZ0-auon,Unique Bargains,"Women's Dress Shoes,Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,36.41,36.41,TRUE,USD,Women
1327,AVpfGGP0ilAPnD_xU2BQ,Reebok,"Athletic,Clothing, Shoes & Accessories,Women's Shoes",White,12.99,12.99,FALSE,USD,Women
1337,AVpfNwPjLJeJML4340T0,MUK LUKS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Burgundy,65.0,65.0,FALSE,USD,Women
1345,AVpfFvb61cnluZ0-dr0V,Reebok,"Women's Footwear,Footwear,Women's Athletic Shoes,Road Running",Not Available,59.99,59.99,FALSE,USD,Women
1347,AVpfNvdD1cnluZ0-gWAV,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,72.44,72.44,FALSE,USD,Women
1350,AVpfS8yx1cnluZ0-iChd,Unique Bargains,"Women's Lingerie, Intimates,Clothing, Shoes, Accessories,Lingerie Solutions,Clothing,Intimates & Sleepwear,Bras",Black,7.53,7.53,TRUE,USD,Women
1351,AVpfS8yx1cnluZ0-iChd,Unique Bargains,"Women's Lingerie, Intimates,Clothing, Shoes, Accessories,Lingerie Solutions,Clothing,Intimates & Sleepwear,Bras",Black,15.99,15.99,FALSE,USD,Women
1352,AVpfS8yx1cnluZ0-iChd,Unique Bargains,"Women's Lingerie, Intimates,Clothing, Shoes, Accessories,Lingerie Solutions,Clothing,Intimates & Sleepwear,Bras",Black,6.93,6.93,FALSE,AUD,Women
1359,AVpfN59M1cnluZ0-gZby,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",BlackDark GreyPure Platinum,85.0,85.0,TRUE,USD,Women
1360,AVpfN59M1cnluZ0-gZby,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",BlackDark GreyPure Platinum,85.0,85.0,FALSE,USD,Women
1375,AVpfGL01ilAPnD_xU32Q,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",NavyMulti,36.3,36.3,FALSE,USD,Women
1376,AVpfGL01ilAPnD_xU32Q,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",NavyMulti,36.32,36.32,FALSE,USD,Women
1377,AVpfGL01ilAPnD_xU32Q,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",NavyMulti,36.29,36.29,FALSE,USD,Women
1407,AVpfADe21cnluZ0-bsn2,New Balance,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Black,125.0,125.0,FALSE,USD,Women
1408,AVpfADe21cnluZ0-bsn2,New Balance,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Black,59.95,59.95,TRUE,USD,Women
1433,AVpe9vnvLJeJML43zW9B,Reebok,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gray,53.99,53.99,TRUE,USD,Women
1434,AVpe9vnvLJeJML43zW9B,Reebok,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gray,100.0,100.0,FALSE,USD,Women
1435,AVpfUuQnilAPnD_xZopq,New Balance,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",NavyWhite,19.99,19.99,FALSE,USD,Women
1460,AVpfMiaxilAPnD_xW-uL,Nike,"Shoes,Clothing, Shoes & Jewelry,Women,Athletic,Running",Not Available,199.99,399.99,FALSE,USD,Women
1461,AVpfMiaxilAPnD_xW-uL,Nike,"Shoes,Clothing, Shoes & Jewelry,Women,Athletic,Running",Not Available,179.99,244.99,FALSE,USD,Women
1462,AVpfMiaxilAPnD_xW-uL,Nike,"Shoes,Clothing, Shoes & Jewelry,Women,Athletic,Running",Not Available,189.99,399.99,FALSE,USD,Women
1502,AVpe-LrVLJeJML43zhGb,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",GeraniumTeam RedMetallic Silver,77.58,77.58,FALSE,USD,Women
1503,AVpe-LrVLJeJML43zhGb,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",GeraniumTeam RedMetallic Silver,77.58,77.58,TRUE,USD,Women
1504,AVpe-LsELJeJML43zhG1,Easy Spirit,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","DPKDPK SU,Light Gold,CopCop LE,TauTau,Medium Blue,Tau",36.59,36.59,FALSE,USD,Women
1522,AVpfN5xc1cnluZ0-gZXp,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Orange,29.99,29.99,TRUE,USD,Women
1523,AVpfN5xc1cnluZ0-gZXp,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Orange,69.0,69.0,FALSE,USD,Women
1524,AVpe6X_eilAPnD_xQtBK,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,85.0,85.0,FALSE,USD,Women
1525,AVpe6X_eilAPnD_xQtBK,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,67.99,67.99,TRUE,USD,Women
1526,AVpe6X_eilAPnD_xQtBK,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,28.99,28.99,FALSE,USD,Women
1527,AVpe6X_eilAPnD_xQtBK,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,49.99,49.99,FALSE,USD,Women
1528,AVpe6X_eilAPnD_xQtBK,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,71.98,71.98,TRUE,USD,Women
1529,AVpe6X_eilAPnD_xQtBK,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,59.99,59.99,TRUE,USD,Women
1561,AVpfOIY0LJeJML4348TL,TOMS,"Shoes,Women's Boots,Women's Shoes,Clothing",Not Available,93.5,93.5,FALSE,USD,Women
1578,AVpe_i0qLJeJML43z_kC,MUK LUKS,"Women's Slippers,Shoes,Women's Shoes,Clothing",Not Available,16.99,16.99,FALSE,USD,Women
1579,AVpfHib-LJeJML432wgF,Unique Bargains,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Blue,Chocolate",20.57,20.57,TRUE,USD,Women
1580,AVpfHib-LJeJML432wgF,Unique Bargains,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Blue,Chocolate",41.99,41.99,FALSE,USD,Women
1583,AVpe9qDnLJeJML43zU7J,Nike,"Team Sports,Golf & Racquet Sports,Women's Golf Shoes,Golf Shoes,Golf Cleats & Shoes,Women's Cleats,Shoes,Golf,Cleats,Athletic & Running Shoes",Not Available,79.99,79.99,FALSE,USD,Women
1617,AVpe7rtS1cnluZ0-aIhX,adidas,"Athletic,Clothing, Shoes & Accessories,Women's Shoes",Green,60.0,60.0,FALSE,USD,Women
1618,AVpfOS1A1cnluZ0-ghuV,TOMS,"Clothing,Shoes,Women's Shoes,Women's Dress Shoes",Not Available,118.95,118.95,FALSE,USD,Women
1619,AVpe7tlV1cnluZ0-aJLR,Allegra K,"Women's Dress Shoes,Shoes,Women's Shoes,Clothing",Beige,55.99,55.99,FALSE,USD,Women
1620,AVpe7tlV1cnluZ0-aJLR,Allegra K,"Women's Dress Shoes,Shoes,Women's Shoes,Clothing",Beige,27.71,27.71,TRUE,USD,Women
1658,AVpfHMbaLJeJML432pNM,Nike,"Clothing, Shoes & Accessories,Women's Accessories,Sunglasses & Fashion Eyewear,Sunglasses",Brown,34.99,34.99,FALSE,GBP,Women
1672,AVpfHPvgLJeJML432qWf,Nike,"Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods",Not Available,214.99,214.99,FALSE,USD,Women
1693,AVpfHOOLLJeJML432p0u,adidas,"Women,Shoes Under $100,Sneakers",Not Available,90.0,90.0,FALSE,USD,Women
1713,AVpfHKxNLJeJML432osL,Reebok,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",GreyOrange,51.99,51.99,FALSE,USD,Women
1714,AVpfHKxNLJeJML432osL,Reebok,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",GreyOrange,79.99,79.99,FALSE,USD,Women
1715,AVpfHKxNLJeJML432osL,Reebok,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",GreyOrange,49.99,49.99,TRUE,USD,Women
1723,AVpe-zqn1cnluZ0-bQv-,Nike,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,48.99,48.99,TRUE,USD,Women
1724,AVpe-zqn1cnluZ0-bQv-,Nike,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,80.0,80.0,FALSE,USD,Women
1740,AVpfBHeCilAPnD_xTHlW,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes,All Women's Shoes",Atlantic,21.22,21.22,TRUE,USD,Women
1741,AVpfBHeCilAPnD_xTHlW,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes,All Women's Shoes",Atlantic,22.95,22.95,TRUE,USD,Women
1742,AVpfBHeCilAPnD_xTHlW,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes,All Women's Shoes",Atlantic,24.41,24.41,TRUE,USD,Women
1743,AVpfBHeCilAPnD_xTHlW,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes,All Women's Shoes",Atlantic,27.0,27.0,FALSE,USD,Women
1744,AVpfBHeCilAPnD_xTHlW,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes,All Women's Shoes",Atlantic,21.59,21.59,TRUE,USD,Women
1745,AVpfBHeCilAPnD_xTHlW,MUK LUKS,"Women's Slippers,Shoes,Clothing,Women's Shoes,All Women's Shoes",Atlantic,22.2,22.2,FALSE,USD,Women
1751,AVpe9EleilAPnD_xRryd,Nike,"Sports,Clothing, Shoes & Jewelry,Women,Clothing,Lingerie, Sleep & Lounge,Lingerie,Bras,Sports Bras",Not Available,38.95,38.95,FALSE,USD,Women
1752,AVpe9EleilAPnD_xRryd,Nike,"Sports,Clothing, Shoes & Jewelry,Women,Clothing,Lingerie, Sleep & Lounge,Lingerie,Bras,Sports Bras",Not Available,35.95,35.95,FALSE,USD,Women
1761,AVpfTV6P1cnluZ0-iKrE,VANS,"Women's Athletic Shoes,Shoes,Women's Shoes,Clothing","Multi,Pink,Native Ombre Blue,Native",28.99,28.99,FALSE,USD,Women
1790,AVpfTRVbLJeJML436m5n,Nike,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gray,129.99,129.99,FALSE,USD,Women
1795,AVpfDvVhLJeJML431dZW,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",White,69.99,69.99,FALSE,USD,Women
1813,AVpfAI_ZLJeJML430NI3,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Black,Natural,Black  Black",42.99,42.99,TRUE,USD,Women
1814,AVpfAI_ZLJeJML430NI3,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Black,Natural,Black  Black",48.0,48.0,FALSE,USD,Women
1820,AVpfEQgY1cnluZ0-dKpx,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Not Available,63.09,63.09,FALSE,USD,Women
1824,AVpfANR-ilAPnD_xSy7H,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange - hotcoraltrwht,42.25,42.25,TRUE,USD,Women
1825,AVpfANR-ilAPnD_xSy7H,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange - hotcoraltrwht,65.0,65.0,FALSE,USD,Women
1829,AVpfS4pqilAPnD_xZCeS,New Balance,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",Not Available,209.39,209.39,FALSE,USD,Women
1830,AVpfG8dhLJeJML432j_k,Nike,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,130.0,130.0,FALSE,USD,Women
1831,AVpfG8dhLJeJML432j_k,Nike,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,103.99,103.99,TRUE,USD,Women
1839,AVpfNRRR1cnluZ0-gL1y,MUK LUKS,"Shoes,Clothing,Women's Shoes,All Women's Shoes","Light Purple,Pumpkin",35.81,35.81,FALSE,USD,Women
1847,AVpfGwqo1cnluZ0-eBiK,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,69.0,69.0,FALSE,USD,Women
1848,AVpfGwqo1cnluZ0-eBiK,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,54.99,54.99,TRUE,USD,Women
1861,AVpfADXsLJeJML430LIu,VANS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,64.99,64.99,FALSE,USD,Women
1862,AVpfADXsLJeJML430LIu,VANS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,36.99,36.99,TRUE,USD,Women
1999,AVpfIim1ilAPnD_xVqHv,New Balance,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Blue,29.99,29.99,TRUE,USD,Women
2000,AVpfIim1ilAPnD_xVqHv,New Balance,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Blue,75.0,75.0,FALSE,USD,Women
2001,AVpfIim1ilAPnD_xVqHv,New Balance,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Blue,46.99,46.99,TRUE,USD,Women
2022,AVpfUD0gilAPnD_xZa_u,TOMS,"Clothing,Shoes,Women's Shoes,Women's Boots",Not Available,83.67,83.67,FALSE,USD,Women
2035,AVpfUAMiilAPnD_xZZuf,PUMA,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,100.0,100.0,FALSE,USD,Women
2036,AVpfUAMiilAPnD_xZZuf,PUMA,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,44.99,44.99,TRUE,USD,Women
2041,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2042,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2043,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2044,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2045,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2046,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2047,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2048,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2049,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2050,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2051,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2052,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"Women,Shoes,Pumps",Black,525.0,525.0,FALSE,USD,Women
2069,AVpfIFEz1cnluZ0-edya,TOMS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,53.46,53.46,FALSE,USD,Women
2087,AVpe-rrCilAPnD_xSQ1g,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,34.49,34.49,FALSE,USD,Women
2088,AVpe-rrCilAPnD_xSQ1g,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,35.93,35.93,FALSE,USD,Women
2097,AVpfRX6LilAPnD_xYj40,Allegra K,"Luggage & Bags,Office Supplies,Home,Backpacks & Bags,School Supplies,Travel Bags,Backpacks,Bags & Accessories,Clothing, Shoes & Jewelry,Women's Accessories,Women's Messenger Bags & Backpacks",Not Available,12.99,12.99,FALSE,USD,Women
2098,AVpfRX6LilAPnD_xYj40,Allegra K,"Luggage & Bags,Office Supplies,Home,Backpacks & Bags,School Supplies,Travel Bags,Backpacks,Bags & Accessories,Clothing, Shoes & Jewelry,Women's Accessories,Women's Messenger Bags & Backpacks",Not Available,5.99,5.99,TRUE,USD,Women
2177,AVpe9DaOLJeJML43zG-i,Allegra K,"Women's Clothing,All Women's Clothing,Clothing, Shoes & Jewelry,Clothing,Women's Blazers, Jackets & Vests",Not Available,50.99,50.99,FALSE,USD,Women
2178,AVpe9DaOLJeJML43zG-i,Allegra K,"Women's Clothing,All Women's Clothing,Clothing, Shoes & Jewelry,Clothing,Women's Blazers, Jackets & Vests",Not Available,24.99,24.99,TRUE,USD,Women
2189,AVpfCv4ailAPnD_xTr9Y,Nike,"Clothing, Shoes & Accessories,Women's Shoes,Athletic",Not Available,64.99,64.99,FALSE,USD,Women
2205,AVpe9YhFilAPnD_xRy-E,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",Not Available,154.34,154.34,FALSE,USD,Women
2213,AVpe71LYLJeJML43yqet,New Balance,"Sneakers & Athletic Shoes,Shoes,Clothing,Women's Shoes,All Women's Shoes","Bright CherryLeadGreen Flash,Multicolor",109.95,109.95,FALSE,USD,Women
2214,AVpe71LYLJeJML43yqet,New Balance,"Sneakers & Athletic Shoes,Shoes,Clothing,Women's Shoes,All Women's Shoes","Bright CherryLeadGreen Flash,Multicolor",110.0,110.0,FALSE,USD,Women
2215,AVpe71LYLJeJML43yqet,New Balance,"Sneakers & Athletic Shoes,Shoes,Clothing,Women's Shoes,All Women's Shoes","Bright CherryLeadGreen Flash,Multicolor",55.99,55.99,TRUE,USD,Women
2238,AVpfKgjSilAPnD_xWT8S,Allegra K,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Black,Beige,Brown",33.51,33.51,TRUE,USD,Women
2239,AVpfKgjSilAPnD_xWT8S,Allegra K,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Black,Beige,Brown",67.99,67.99,FALSE,USD,Women
2253,AVpfF8TyLJeJML432OzC,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",BlackMetallic Silver,69.05,69.05,TRUE,USD,Women
2254,AVpfF8TyLJeJML432OzC,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",BlackMetallic Silver,80.0,80.0,FALSE,USD,Women
2259,AVpfEc_dLJeJML431te6,VANS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,45.0,45.0,FALSE,USD,Women
2260,AVpfEc_dLJeJML431te6,VANS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,35.99,35.99,TRUE,USD,Women
2262,AVpfEdo71cnluZ0-dPL5,VANS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Not Available,69.65,69.65,FALSE,USD,Women
2263,AVpfCZR5LJeJML431AgN,Nike,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",METALLIC SILVERMATTE SILVER,107.0,107.0,FALSE,USD,Women
2264,AVpfCZR5LJeJML431AgN,Nike,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",METALLIC SILVERMATTE SILVER,96.0,96.0,FALSE,USD,Women
2271,AVpfCXvGilAPnD_xTkF1,New Balance,"Clothing, Shoes & Accessories,Women's Shoes,Athletic",Multi-Color,29.0,29.0,FALSE,USD,Women
2275,AVpfEiSX1cnluZ0-dQr_,New Balance,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Not Available,100.0,100.0,TRUE,USD,Women
2276,AVpfEiSX1cnluZ0-dQr_,New Balance,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Not Available,101.0,101.0,FALSE,USD,Women
2282,AVpfCbMgilAPnD_xTlQZ,Allegra K,"Women's Pants,Women's Clothing,Women's Pants & Leggings,All Women's Clothing,Clothing, Shoes & Jewelry,Clothing",Not Available,13.99,13.99,TRUE,USD,Women
2283,AVpfCbMgilAPnD_xTlQZ,Allegra K,"Women's Pants,Women's Clothing,Women's Pants & Leggings,All Women's Clothing,Clothing, Shoes & Jewelry,Clothing",Not Available,28.99,28.99,FALSE,USD,Women
2293,AVpfFQPCLJeJML431_gV,Allegra K,"Women's Dress Shoes,Shoes,Women's Shoes,Clothing",Black,34.79,34.79,TRUE,USD,Women
2294,AVpfFQPCLJeJML431_gV,Allegra K,"Women's Dress Shoes,Shoes,Women's Shoes,Clothing",Black,69.99,69.99,FALSE,USD,Women
2298,AVpfHwlyLJeJML4321NP,MUK LUKS,"Socks & Hosiery,Shoes,Women's Shoes,Clothing,All Women's Shoes,Intimates & Sleepwear","Multicolor ,Multi",22.0,22.0,FALSE,USD,Women
2299,AVpfHwlyLJeJML4321NP,MUK LUKS,"Socks & Hosiery,Shoes,Women's Shoes,Clothing,All Women's Shoes,Intimates & Sleepwear","Multicolor ,Multi",28.8,28.8,FALSE,USD,Women
2300,AVpfHwlyLJeJML4321NP,MUK LUKS,"Socks & Hosiery,Shoes,Women's Shoes,Clothing,All Women's Shoes,Intimates & Sleepwear","Multicolor ,Multi",15.97,15.97,TRUE,USD,Women
2301,AVpfHwlyLJeJML4321NP,MUK LUKS,"Socks & Hosiery,Shoes,Women's Shoes,Clothing,All Women's Shoes,Intimates & Sleepwear","Multicolor ,Multi",16.8,16.8,TRUE,USD,Women
2302,AVpfHwlyLJeJML4321NP,MUK LUKS,"Socks & Hosiery,Shoes,Women's Shoes,Clothing,All Women's Shoes,Intimates & Sleepwear","Multicolor ,Multi",24.0,24.0,FALSE,USD,Women
2303,AVpfHwlyLJeJML4321NP,MUK LUKS,"Socks & Hosiery,Shoes,Women's Shoes,Clothing,All Women's Shoes,Intimates & Sleepwear","Multicolor ,Multi",17.0,17.0,TRUE,USD,Women
2304,AVpfHxX-LJeJML4321dR,Easy Spirit,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Red,39.99,39.99,FALSE,USD,Women
2305,AVpfHxX-LJeJML4321dR,Easy Spirit,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Red,15.99,15.99,TRUE,USD,Women
2306,AVpfHxX-LJeJML4321dR,Easy Spirit,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Red,79.0,79.0,FALSE,USD,Women
2340,AVpfJQ4W1cnluZ0-e3uI,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black - bktruwht,40.99,40.99,TRUE,USD,Women
2341,AVpfJQ4W1cnluZ0-e3uI,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black - bktruwht,65.0,65.0,FALSE,USD,Women
2352,AVpfHyJFilAPnD_xVZi-,Allegra K,"Women's Dress Shoes,Shoes,Women's Shoes,Clothing",Black,52.99,52.99,FALSE,USD,Women
2353,AVpfHyJFilAPnD_xVZi-,Allegra K,"Women's Dress Shoes,Shoes,Women's Shoes,Clothing",Black,26.03,26.03,TRUE,USD,Women
2370,AVpfC14filAPnD_xTt7u,VANS,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Grey - pewterblack,64.99,64.99,FALSE,USD,Women
2371,AVpfC14filAPnD_xTt7u,VANS,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Grey - pewterblack,45.99,45.99,TRUE,USD,Women
2372,AVpfC14filAPnD_xTt7u,VANS,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Grey - pewterblack,36.99,36.99,TRUE,USD,Women
2401,AVpfSjId1cnluZ0-h6Ib,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,31.98,31.98,TRUE,USD,Women
2402,AVpfSjId1cnluZ0-h6Ib,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,69.0,69.0,FALSE,USD,Women
