,id,brand,categories,colors,prices.amountMin,prices.amountMax,prices.isSale,prices.currency
0,AVpfHrJ6ilAPnD_xVXOI,Josmo,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,39.89,39.89,true,USD
1,AVpfHrJ6ilAPnD_xVXOI,Josmo,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,51.99,51.99,false,USD
2,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,40.02,40.02,false,USD
3,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,50.31,50.31,false,USD
4,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,46.26,46.26,false,USD
5,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,55.99,55.99,false,USD
6,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,41.12,41.12,false,USD
7,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,46.19,46.19,true,USD
8,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,21.40,21.40,true,USD
9,AVpfHsWP1cnluZ0-eVZ7,SERVUS BY HONEYWELL,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,45.23,45.23,false,USD
10,AVpfAwehilAPnD_xS_eB,NATIVE,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,45.00,45.00,false,USD
11,AVpfAwehilAPnD_xS_eB,NATIVE,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,7.99,7.99,true,USD
12,AVpfAwehilAPnD_xS_eB,NATIVE,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,9.99,9.99,true,USD
13,AVpfFCHeilAPnD_xUeS0,MAUI AND SONS,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Red,Black,Sketchy Slant,Yellow,BlackBlue,BlackRed,Sharky Tribe,Pro Ocean,BlackBlueYellow,Gray,Helms,BlackGreenYellow,Blue,Green,Black-White,Black Multi,GrayBlack",9.99,9.99,false,USD
14,AVpfFCHeilAPnD_xUeS0,MAUI AND SONS,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Red,Black,Sketchy Slant,Yellow,BlackBlue,BlackRed,Sharky Tribe,Pro Ocean,BlackBlueYellow,Gray,Helms,BlackGreenYellow,Blue,Green,Black-White,Black Multi,GrayBlack",19.99,19.99,true,USD
15,AVpfFCHeilAPnD_xUeS0,MAUI AND SONS,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Red,Black,Sketchy Slant,Yellow,BlackBlue,BlackRed,Sharky Tribe,Pro Ocean,BlackBlueYellow,Gray,Helms,BlackGreenYellow,Blue,Green,Black-White,Black Multi,GrayBlack",25.00,25.00,false,USD
16,AVpfFCHeilAPnD_xUeS0,MAUI AND SONS,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Red,Black,Sketchy Slant,Yellow,BlackBlue,BlackRed,Sharky Tribe,Pro Ocean,BlackBlueYellow,Gray,Helms,BlackGreenYellow,Blue,Green,Black-White,Black Multi,GrayBlack",15.99,15.99,true,USD
17,AVpfFCHeilAPnD_xUeS0,MAUI AND SONS,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Red,Black,Sketchy Slant,Yellow,BlackBlue,BlackRed,Sharky Tribe,Pro Ocean,BlackBlueYellow,Gray,Helms,BlackGreenYellow,Blue,Green,Black-White,Black Multi,GrayBlack",9.99,9.99,true,USD
18,AVpfHssKilAPnD_xVXu5,Hao-bo,"Clothing, Shoes, Accessories,Bags, Briefcases,Men's Accessories",Brown,37.99,37.99,false,AUD
19,AVpe8bocLJeJML43y4Kx,Twisted X,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,299.99,299.99,false,USD
20,AVpfFVg-1cnluZ0-di18,Lacoste,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Dark Grey,124.95,124.95,true,USD
21,AVpfFVg-1cnluZ0-di18,Lacoste,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Dark Grey,124.95,124.95,false,USD
22,AVpe8eQRilAPnD_xRdkQ,Rubies,"Men's Halloween Costumes,Adult Halloween Costumes,Clothing, Shoes & Accessories,Halloween,Men,Costumes, Reenactment, Theater,All Costumes,Costumes,Party & Occasions",,60.02,60.02,false,USD
23,AVpe8eQRilAPnD_xRdkQ,Rubies,"Men's Halloween Costumes,Adult Halloween Costumes,Clothing, Shoes & Accessories,Halloween,Men,Costumes, Reenactment, Theater,All Costumes,Costumes,Party & Occasions",,54.22,54.22,true,USD
24,AVpe8eQRilAPnD_xRdkQ,Rubies,"Men's Halloween Costumes,Adult Halloween Costumes,Clothing, Shoes & Accessories,Halloween,Men,Costumes, Reenactment, Theater,All Costumes,Costumes,Party & Occasions",,44.99,44.99,false,USD
25,AVpfFSDs1cnluZ0-dhoW,unbranded,"Clothing, Shoes & Accessories,Men's Clothing,Underwear","White,Yellow,Red,Purple,Black,Pink,Orange,Green,Brown,Blue,Grey",5.99,5.99,false,USD
26,AVpfB4DRLJeJML43007A,PUMA,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,86.98,86.98,true,USD
27,AVpfB4DRLJeJML43007A,PUMA,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,149.00,149.00,false,USD
28,AVpfDweJilAPnD_xUBrV,Filament,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Beige,63.00,63.00,false,USD
29,AVpfDweJilAPnD_xUBrV,Filament,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Beige,13.99,13.99,true,USD
30,AVpfDweJilAPnD_xUBrV,Filament,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Beige,23.99,23.99,true,USD
31,AVpfDweJilAPnD_xUBrV,Filament,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Beige,22.99,22.99,true,USD
32,AVpfB-8RLJeJML4303Xb,AMERICAN FIGHTER,"Clothing, Shoes & Accessories,Men's Clothing,Shorts,Sporting Goods,Boxing, Martial Arts & MMA",Black,48.00,48.00,false,USD
33,AVpfJEaqLJeJML433Rz6,TOMS,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,45.90,45.90,true,USD
34,AVpfJEaqLJeJML433Rz6,TOMS,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,54.00,54.00,false,USD
35,AVpfIBrDilAPnD_xVevt,Maui Jim,"Clothing, Shoes, Accessories,Men's Sunglasses",BLACK,279.00,279.00,false,AUD
36,AVpe7Bp0ilAPnD_xQ8Sh,VENUM,"Clothing, Shoes & Accessories,Men's Clothing,Shorts,Sporting Goods,Boxing, Martial Arts & MMA",Black,59.99,59.99,false,USD
37,AVpfJHn81cnluZ0-e0n7,Azzuro,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,68.99,68.99,false,USD
38,AVpfJHn81cnluZ0-e0n7,Azzuro,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,33.99,33.99,true,USD
39,AVpfEsCZ1cnluZ0-dUFR,adidas,"Sporting Goods,Team Sports,Basketball,Clothing, Shoes & Accessories,Shoes,Men",Black,14.99,14.99,false,USD
40,AVpfJJUsilAPnD_xV3O7,Vine Branch,"Clothing, Shoes & Accessories,Men's Accessories,Backpacks, Bags & Briefcases",,30.00,30.00,false,USD
41,AVpfAqU7LJeJML430ZHS,,"Athletic,Men,Shoes,Shoes & Handbags","Blue,Black",42.79,42.79,false,CAD
42,AVpfElTsLJeJML431wPt,Robert Wayne,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Beige,43.98,43.98,true,USD
43,AVpfElTsLJeJML431wPt,Robert Wayne,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Beige,110.00,110.00,false,USD
44,AVpfElTsLJeJML431wPt,Robert Wayne,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Beige,24.99,24.99,true,USD
45,AVpfElTsLJeJML431wPt,Robert Wayne,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Beige,31.99,31.99,true,USD
46,AVpe854sLJeJML43zDcW,Roper,"Men's Boots,Shoes,Men's Shoes,Clothing",Tan Navy,84.09,84.09,false,USD
47,AVpfJEMqLJeJML433RvY,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",White,56.99,56.99,true,USD
48,AVpfJEMqLJeJML433RvY,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",White,51.99,51.99,true,USD
49,AVpfJEMqLJeJML433RvY,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",White,63.98,63.98,true,USD
50,AVpfJEMqLJeJML433RvY,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",White,65.00,65.00,false,USD
51,AVpfAsCFLJeJML430ZuL,Sendra,"Men,Shoes,Oxfords & Derby Shoes,Wingtip",,420.00,420.00,false,USD
52,AVpfG1nE1cnluZ0-eDSf,Puentes Denver,"Clothing,Jewellery,Cufflinks & Shirt Accessories,Tie Clips,Clothing, Shoes & Jewelry,Men,Jewelry,Religious,Tie Pins & Clips,Ties & Cummerbunds,Accessories,Bags & Accessories",Multicolor,11.95,11.95,false,EUR
53,AVpfG1nE1cnluZ0-eDSf,Puentes Denver,"Clothing,Jewellery,Cufflinks & Shirt Accessories,Tie Clips,Clothing, Shoes & Jewelry,Men,Jewelry,Religious,Tie Pins & Clips,Ties & Cummerbunds,Accessories,Bags & Accessories",Multicolor,12.95,12.95,false,EUR
54,AVpfG1nE1cnluZ0-eDSf,Puentes Denver,"Clothing,Jewellery,Cufflinks & Shirt Accessories,Tie Clips,Clothing, Shoes & Jewelry,Men,Jewelry,Religious,Tie Pins & Clips,Ties & Cummerbunds,Accessories,Bags & Accessories",Multicolor,17.95,17.95,false,USD
55,AVpfI-6OLJeJML433P81,Nike,"Sporting Goods,Team Sports,Soccer,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Orange,72.90,72.90,false,USD
56,AVpfI-6OLJeJML433P81,Nike,"Sporting Goods,Team Sports,Soccer,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Orange,69.90,69.90,false,USD
57,AVpfI-6OLJeJML433P81,Nike,"Sporting Goods,Team Sports,Soccer,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Orange,66.40,66.40,true,USD
58,AVpfC5OcLJeJML431K5_,Woolrich,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Field Tan Canvas,Brush Brown Canvas",150.00,150.00,false,USD
59,AVpfA9JzilAPnD_xTD13,,"Shoes,Clothing, Shoes & Jewelry,Men,Shoes & Handbags",Tan NubuckTan Leather,160.00,160.00,false,CAD
60,AVpfA-RILJeJML430gFn,Nike,"Clothing, Shoes & Accessories,Men's Shoes,Athletic",WhiteGym RedHyper RedBlack,119.99,119.99,false,USD
61,AVpfI2251cnluZ0-evAs,SoftScience,"Clothing,Shoes,Men's Shoes,Men's Casual Shoes",Khaki,64.99,64.99,false,USD
62,AVpfJCIHilAPnD_xV02E,Nike,"Men's Running Shoes,Running Shoes,Running Gear,Fitness & Exercise Equipment,Men's Shoes,Athletic & Running Shoes",,100.00,100.00,false,USD
63,AVpfJCgrilAPnD_xV0_C,adidas,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",GREENBLACK,39.99,39.99,false,USD
64,AVpfChuPilAPnD_xTngc,Dr. Martens,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Black,Bark",125.00,125.00,false,USD
65,AVpfChuPilAPnD_xTngc,Dr. Martens,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Black,Bark",125.00,125.00,true,USD
66,AVpfChuPilAPnD_xTngc,Dr. Martens,"All Men's Shoes,Shoes,Men's Shoes,Clothing","Black,Bark",132.50,132.50,false,USD
67,AVpe8p941cnluZ0-afGm,Lanvin,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Pink,151.99,151.99,true,USD
68,AVpe8p941cnluZ0-afGm,Lanvin,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Pink,445.00,445.00,false,USD
69,AVpfA7pPLJeJML430fJG,Realtree,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Camouflage,18.99,18.99,false,USD
70,AVpfA7pPLJeJML430fJG,Realtree,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Camouflage,24.80,24.80,false,USD
71,AVpfC7aoilAPnD_xTvtA,Lencca,"Luggage & Bags,Juniors Messenger Bags & Backpacks,Home,Backpacks & Bags,Travel Bags,Bags & Accessories,Men's Bags,Juniors Accessories,Office Supplies,School Supplies,Backpacks,Men's Accessories,Clothing, Shoes & Jewelry",Multi,86.00,86.00,false,USD
72,AVpfEmIRilAPnD_xUUbN,Thorogood,"Clothing, Shoes & Accessories,Men's Shoes,Boots,See more Thorogood Mens Classics Brown Leather EH Safet...",Brown,125.00,125.00,false,USD
73,AVpfC7uh1cnluZ0-ctKU,DC,"Clothing,Shoes,Men's Shoes,All Men's Shoes","Black Black,Dark Chocolate Oxblood,Navy Grey,Taupe Stone",54.93,54.93,false,USD
74,AVpfC7zy1cnluZ0-ctMU,Kenneth Cole,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,88.00,88.00,false,USD
75,AVpfC7zy1cnluZ0-ctMU,Kenneth Cole,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,49.35,49.35,true,USD
76,AVpfC7zy1cnluZ0-ctMU,Kenneth Cole,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,49.36,49.36,true,USD
77,AVpfC7zy1cnluZ0-ctMU,Kenneth Cole,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,49.83,49.83,true,USD
78,AVpfC7zy1cnluZ0-ctMU,Kenneth Cole,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,49.33,49.33,true,USD
79,AVpe8iDdilAPnD_xRe8f,Nike,"SLP,Finish Line Athletic Shoes,Men,Nike Sneakers,Shoes",,74.99,74.99,false,USD
80,AVpe8jXMLJeJML43y7EO,Global Glove,"Workwear & Uniforms,Men's Workwear & Uniforms,Men's Coveralls,Clothing, Shoes & Jewelry,Clothing,Men's Clothing",,328.61,328.61,false,USD
81,AVpfDVWmilAPnD_xT4PB,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Black,39.95,39.95,false,USD
82,AVpe_PqTLJeJML43z5IZ,Stacy Adams,"Clothing,Shoes,Men's Shoes,Men's Dress Shoes",,24.99,24.99,true,USD
83,AVpe_PqTLJeJML43z5IZ,Stacy Adams,"Clothing,Shoes,Men's Shoes,Men's Dress Shoes",,90.0,90.0,false,USD
84,AVpe_PqTLJeJML43z5IZ,Stacy Adams,"Clothing,Shoes,Men's Shoes,Men's Dress Shoes",,25.99,25.99,true,USD
85,AVpfDDOoilAPnD_xTyMQ,Cole Haan,"Men's Dress Shoes,Shoes,Men's Shoes,Clothing","Milkshake,Denim",69.99,69.99,true,USD
86,AVpfDDOoilAPnD_xTyMQ,Cole Haan,"Men's Dress Shoes,Shoes,Men's Shoes,Clothing","Milkshake,Denim",198.00,198.00,false,USD
87,AVpfDDOoilAPnD_xTyMQ,Cole Haan,"Men's Dress Shoes,Shoes,Men's Shoes,Clothing","Milkshake,Denim",59.99,59.99,true,USD
88,AVpfEbElLJeJML431s4V,Prada,"Clothing, Shoes, Accessories,Men's Sunglasses,Women's Sunglasses",Havana,262.00,262.00,false,AUD
89,AVpfEbElLJeJML431s4V,Prada,"Clothing, Shoes, Accessories,Men's Sunglasses,Women's Sunglasses",Havana,299.95,299.95,false,AUD
90,AVpfEbElLJeJML431s4V,Prada,"Clothing, Shoes, Accessories,Men's Sunglasses,Women's Sunglasses",Havana,219.95,219.95,false,AUD
91,AVpfEddXLJeJML431tpT,Nike,"Clothing, Shoes & Accessories,Men's Shoes,Athletic,Men","Green,POISON GREENHYPER BLUE",60.00,60.00,true,USD
92,AVpfEddXLJeJML431tpT,Nike,"Clothing, Shoes & Accessories,Men's Shoes,Athletic,Men","Green,POISON GREENHYPER BLUE",65.00,65.00,false,USD
93,AVpfEddXLJeJML431tpT,Nike,"Clothing, Shoes & Accessories,Men's Shoes,Athletic,Men","Green,POISON GREENHYPER BLUE",109.99,109.99,false,USD
94,AVpfJ5iJLJeJML433jbE,Pakems,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,49.90,49.90,true,USD
95,AVpfJ5iJLJeJML433jbE,Pakems,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,65.00,65.00,false,USD
96,AVpfCjVgLJeJML431D6-,Oakley,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,50.00,50.00,false,USD
97,AVpfCjVgLJeJML431D6-,Oakley,"Clothing,Shoes,Men's Shoes,All Men's Shoes",,13.99,13.99,true,USD
98,AVpe9AZFilAPnD_xRqN-,Cestus,"Workwear & Uniforms,Men's Workwear & Uniforms,Men's Coveralls,Clothing, Shoes & Jewelry,Clothing,Men's Clothing",,78.35,78.35,true,USD
99,AVpe9AZFilAPnD_xRqN-,Cestus,"Workwear & Uniforms,Men's Workwear & Uniforms,Men's Coveralls,Clothing, Shoes & Jewelry,Clothing,Men's Clothing",,79.35,79.35,false,USD
100,AVpe9Aej1cnluZ0-anYz,Genuine Grip,"Clothing,Shoes,Men's Shoes,Men's Casual Shoes",,57.16,57.16,false,USD
101,AVpfJwzM1cnluZ0-fCTa,Dr. Scholl's,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,32.99,32.99,true,USD
102,AVpfJwzM1cnluZ0-fCTa,Dr. Scholl's,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,75.00,75.00,false,USD
103,AVpfAQ5OLJeJML430P6n,Walleva,"Clothing, Shoes, Accessories,Men's Sunglasses",Ice Blue,36.99,36.99,false,AUD
104,AVpfDWKv1cnluZ0-c16O,Adidas,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",BlackOrange,80.79,80.79,true,USD
105,AVpfDWKv1cnluZ0-c16O,Adidas,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",BlackOrange,89.77,89.77,false,USD
106,AVpfDWKv1cnluZ0-c16O,Adidas,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",BlackOrange,85.28,85.28,true,USD
107,AVpfEd3-ilAPnD_xURpQ,Kinco,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",,106.92,106.92,true,USD
108,AVpfEd3-ilAPnD_xURpQ,Kinco,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",,117.49,117.49,false,USD
109,AVpfEdjqLJeJML431trL,Jordan,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Team Sports,Basketball",,84.85,179.99,false,USD
110,AVpfATG7ilAPnD_xS08v,Jaald,"Clothing, Shoes & Accessories,Men's Accessories,Backpacks, Bags & Briefcases",Brown,68.92,68.92,false,USD
111,AVpfJn4NilAPnD_xWBZk,El Naturalista,"Clothing,Shoes,Men's Shoes,All Men's Shoes","Black,Carton,Castano,Cuero",229.95,229.95,false,USD
112,AVpfJn4NilAPnD_xWBZk,El Naturalista,"Clothing,Shoes,Men's Shoes,All Men's Shoes","Black,Carton,Castano,Cuero",160.99,160.99,true,USD
113,AVpfAj_4LJeJML430W2k,NIKE,"Clothing, Shoes & Accessories,Men's Shoes,Athletic",Black,109.95,109.95,false,USD
114,AVpe8w6rilAPnD_xRkhU,Bgood,"All Men's Clothing,Men's Clothing,Clothing, Shoes & Jewelry,Clothing",,132.16,132.16,false,USD
115,AVpe5byFLJeJML43xyBy,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,39.99,39.99,true,USD
116,AVpe5byFLJeJML43xyBy,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,95.0,95.0,false,USD
117,AVpe5byFLJeJML43xyBy,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,37.99,37.99,true,USD
118,AVpe5byFLJeJML43xyBy,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",,61.99,61.99,true,USD
119,AVpfA3B9LJeJML430dfh,Fruit of the Loom,"All Men's Clothing,Men's Clothing,Men's Socks,Clothing, Shoes & Jewelry,Men's Socks & Underwear,Clothing",,9.49,9.49,false,USD
120,AVpe8y2z1cnluZ0-aial,Creative Recreation,"Clothing, Shoes & Accessories,Men's Shoes,Casual",Blacks,22.99,22.99,false,USD
121,AVpfAudVLJeJML430ajT,Reebok,"Men,Shoes,Finish Line Athletic Shoes",,79.98,79.98,false,USD
122,AVpfAvorLJeJML430a9X,DC,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Tan,37.97,37.97,true,USD
123,AVpfAvorLJeJML430a9X,DC,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Tan,65.00,65.00,false,USD
124,AVpfASrI1cnluZ0-byBW,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Pink,115.00,115.00,false,USD
125,AVpfASrI1cnluZ0-byBW,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Pink,91.99,91.99,true,USD
126,AVpfASrI1cnluZ0-byBW,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Pink,79.99,79.99,true,USD
127,AVpfASrI1cnluZ0-byBW,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Pink,115.00,115.00,false,USD
128,AVpfAUe51cnluZ0-bysm,Nike,"Clothing, Shoes & Accessories,Men's Shoes,Athletic",Gray,78.00,78.00,false,USD
129,AVpe8_Z-1cnluZ0-am-n,STC,"Home Improvement,Work Safety Clothing and Equipment,Men's Work & Safety Shoes",,127.35,127.35,false,USD
130,AVpe8_vE1cnluZ0-anHU,RBX,"Clothing,Shoes,Men's Shoes,All Men's Shoes","Blackout,Fog",49.99,49.99,false,USD
131,AVpfAWDfilAPnD_xS2BC,Sperry,"Men,Shoes,Boat Shoes",,80.00,80.00,false,USD
132,AVpfK2v-ilAPnD_xWbDm,New Balance Numeric,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Beige,70.00,70.00,false,USD
133,AVpfK2v-ilAPnD_xWbDm,New Balance Numeric,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Beige,47.99,47.99,true,USD
134,AVpfEwpGilAPnD_xUYN3,Oakley,"Sunglasses,Clothing, Shoes, Accessories,Walmart Vision Centers,Health,Men's Sunglasses","Polished-BlackBlack-Irid,Polished Clear,Black,Grey,Matte Black",229.78,229.78,false,AUD
135,AVpfEwpGilAPnD_xUYN3,Oakley,"Sunglasses,Clothing, Shoes, Accessories,Walmart Vision Centers,Health,Men's Sunglasses","Polished-BlackBlack-Irid,Polished Clear,Black,Grey,Matte Black",130.88,130.88,false,USD
136,AVpfEwpGilAPnD_xUYN3,Oakley,"Sunglasses,Clothing, Shoes, Accessories,Walmart Vision Centers,Health,Men's Sunglasses","Polished-BlackBlack-Irid,Polished Clear,Black,Grey,Matte Black",150.00,150.00,false,USD
137,AVpfEweUilAPnD_xUYJt,SKECHERS,"Clothing,Shoes,Men's Shoes,All Men's Shoes",CharcoalOrange,74.99,74.99,false,USD
138,AVpfK3Zt1cnluZ0-fZTH,Norcross Safety Prod,"Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment",,20.99,20.99,false,USD
139,AVpfK3Zt1cnluZ0-fZTH,Norcross Safety Prod,"Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment",,20.15,20.15,false,USD
140,AVpfK3Zt1cnluZ0-fZTH,Norcross Safety Prod,"Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment",,14.73,14.73,false,USD
141,AVpfK3Zt1cnluZ0-fZTH,Norcross Safety Prod,"Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment",,15.95,15.95,true,USD
142,AVpfK3Zt1cnluZ0-fZTH,Norcross Safety Prod,"Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment",,18.25,18.25,false,USD
143,AVpfJ71MLJeJML433kJC,"PRIMESOURCE, INC.","Home Improvement,Work Safety Clothing and Equipment,Men's Work & Safety Shoes",,21.61,21.61,false,USD
144,AVpfAeVUilAPnD_xS5Ba,Dickies,"All Men's Clothing,Men's Clothing,Clothing, Shoes & Jewelry,Men's Jeans,Clothing",,30.09,30.09,true,USD
145,AVpfAeVUilAPnD_xS5Ba,Dickies,"All Men's Clothing,Men's Clothing,Clothing, Shoes & Jewelry,Men's Jeans,Clothing",,38.84,38.84,false,USD
146,AVpfJ8okilAPnD_xWIL6,Xloop,"Clothing, Shoes & Accessories,Men's Accessories,Sunglasses & Fashion Eyewear,Sunglasses,Women's Accessories",Flat Black,9.99,9.99,false,USD
147,AVpe8waMLJeJML43y_9V,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing","White,High Risk Red",45.99,45.99,true,USD
148,AVpe8waMLJeJML43y_9V,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing","White,High Risk Red",58.00,58.00,false,USD
149,AVpe8waMLJeJML43y_9V,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing","White,High Risk Red",43.99,43.99,true,USD
150,AVpe8wb7LJeJML43y_-P,Edwards,"Men's Activewear,All Men's Clothing,Men's Clothing,Clothing, Shoes & Jewelry,Clothing","Black,Navy",30.79,30.79,true,USD
151,AVpe8wb7LJeJML43y_-P,Edwards,"Men's Activewear,All Men's Clothing,Men's Clothing,Clothing, Shoes & Jewelry,Clothing","Black,Navy",117.70,117.70,false,USD
152,AVpe8wb7LJeJML43y_-P,Edwards,"Men's Activewear,All Men's Clothing,Men's Clothing,Clothing, Shoes & Jewelry,Clothing","Black,Navy",31.00,31.00,true,USD
153,AVpfK5sl1cnluZ0-faEP,Medline,"Casual,Men,Scrubs,Home Health Care,Health,Clothing, Shoes & Jewelry,Pants,Clothing",Multi-Colored,20.99,20.99,false,USD
154,AVpfJ7V-ilAPnD_xWHxR,Berne Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,69.57,69.57,false,USD
155,AVpfJ7V-ilAPnD_xWHxR,Berne Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,55.36,55.36,true,USD
156,AVpe81TJLJeJML43zB0d,Fossa Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,66.15,66.15,true,USD
157,AVpe81TJLJeJML43zB0d,Fossa Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,86.47,86.47,false,USD
158,AVpfK_BHLJeJML4336E5,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Diva PinkElectric BluePurple,36.90,36.90,false,USD
