,id,brand,categories,colors,prices.amountMin,prices.amountMax,prices.isSale,prices.currency
4517,AVpfB4AkLJeJML43006K,Dr. Scholl's,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,71.99,71.99,FALSE,USD
4518,AVpfFltsilAPnD_xUq0H,Bucco Capensis,"Clothing,Shoes,Women's Shoes,All Women's Shoes",,70,70,FALSE,USD
4519,AVpfFltsilAPnD_xUq0H,Bucco Capensis,"Clothing,Shoes,Women's Shoes,All Women's Shoes",,9.99,9.99,TRUE,USD
4520,AVpfP8yr1cnluZ0-hEgJ,Coconuts by Matisse,"Women's Casual Shoes,Women's Sandals,Shoes,Clothing, Shoes & Jewelry,Women's Shoes",Tan,44.99,44.99,TRUE,USD
4521,AVpfP8yr1cnluZ0-hEgJ,Coconuts by Matisse,"Women's Casual Shoes,Women's Sandals,Shoes,Clothing, Shoes & Jewelry,Women's Shoes",Tan,84.99,84.99,FALSE,USD
4522,AVpfCvNM1cnluZ0-cpJ-,Dolce by Mojo Moxy,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Beige,32.99,32.99,TRUE,USD
4523,AVpfCvNM1cnluZ0-cpJ-,Dolce by Mojo Moxy,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Beige,80,80,FALSE,USD
4524,AVpfBOEd1cnluZ0-cHP3,Unbranded/Generic,"Clothing, Shoes, Accessories,Women's Lingerie, Intimates,Panties",Red,2.52,2.52,FALSE,AUD
4525,AVpfC7XdLJeJML431Lmm,Dolce Vita,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,48,48,TRUE,USD
4526,AVpfC7XdLJeJML431Lmm,Dolce Vita,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,120,120,FALSE,USD
4527,AVpfC7XdLJeJML431Lmm,Dolce Vita,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,39.97,39.97,TRUE,USD
4528,AVpfQry_1cnluZ0-hUNl,JewelsObsession,"Stud,Fine,Earrings,Women,Clothing, Shoes & Jewelry,Jewelry",,1420.99,1420.99,FALSE,USD
4529,AVpfQry_1cnluZ0-hUNl,JewelsObsession,"Stud,Fine,Earrings,Women,Clothing, Shoes & Jewelry,Jewelry",,673.99,673.99,TRUE,USD
4530,AVpfQry_1cnluZ0-hUNl,JewelsObsession,"Stud,Fine,Earrings,Women,Clothing, Shoes & Jewelry,Jewelry",,1051.99,1051.99,TRUE,USD
4531,AVpfQry_1cnluZ0-hUNl,JewelsObsession,"Stud,Fine,Earrings,Women,Clothing, Shoes & Jewelry,Jewelry",,1420.99,1420.99,FALSE,USD
4532,AVpfQry_1cnluZ0-hUNl,JewelsObsession,"Stud,Fine,Earrings,Women,Clothing, Shoes & Jewelry,Jewelry",,1051.99,1051.99,TRUE,USD
4533,AVpfPY9iilAPnD_xX6fk,,"Shoes & Handbags,Shoes,Women,Athletic",,72,72,FALSE,CAD
4534,AVpfF6CVilAPnD_xUxy3,BURBERRY,"Pocket Watches,Women,Watches,Clothing, Shoes & Jewelry",,695,695,FALSE,USD
4535,AVpfF6CVilAPnD_xUxy3,BURBERRY,"Pocket Watches,Women,Watches,Clothing, Shoes & Jewelry",,437.85,437.85,TRUE,USD
4536,AVpfF6CVilAPnD_xUxy3,BURBERRY,"Pocket Watches,Women,Watches,Clothing, Shoes & Jewelry",,695,695,FALSE,USD
4537,AVpfF6CVilAPnD_xUxy3,BURBERRY,"Pocket Watches,Women,Watches,Clothing, Shoes & Jewelry",,437.85,437.85,TRUE,USD
4538,AVpfF0uxLJeJML432MEd,La Canadienne,"Clothing,Shoes,Women's Shoes,Women's Boots",Moka Suede,192.99,192.99,FALSE,USD
4539,AVpfF2vW1cnluZ0-duXH,Badgley Mischka,"Women,Shoes,Party & Evening,Sandals",,225,225,FALSE,USD
4540,AVpfCCzJ1cnluZ0-caLn,Nine West,"Clothing, Shoes & Accessories,Women's Shoes,Heels",Blue Green,9,9,FALSE,USD
